team,expected_win_rate
"('BuddhaGoesSmite#EUW', 'Sporus#EUW', 'Tibbtokontop#EUW', 'WT Final Stand#EUW', 'WT Nasty Boy#EUW')",36.36363636363637
"('BuddhaGoesSmite#EUW', 'Tibbtokontop#EUW', 'WT BrokenSword#EUW', 'WT Final Stand#EUW', 'WT GigaChad#1070')",28.57142857142857
"('Billy Bongo#EUW', 'BuddhaGoesSmite#EUW', 'Tibbtokontop#EUW', 'WT BrokenSword#EUW', 'WT Nasty Boy#EUW')",25.0
"('Billy Bongo#EUW', 'BuddhaGoesSmite#EUW', 'Sporus#EUW', 'Tibbtokontop#EUW', 'WT GigaChad#1070')",0.0
"('Billy Bongo#EUW', 'Sporus#EUW', 'Tibbtokontop#EUW', 'WT BrokenSword#EUW', 'WT Final Stand#EUW')",0.0
"('Billy Bongo#EUW', 'BuddhaGoesSmite#EUW', 'Sporus#EUW', 'WT BrokenSword#EUW', 'WT Nasty Boy#EUW')",0.0
"('Billy Bongo#EUW', 'BuddhaGoesSmite#EUW', 'Sporus#EUW', 'WT Final Stand#EUW', 'WT GigaChad#1070')",0.0
"('Billy Bongo#EUW', 'Sporus#EUW', 'Tibbtokontop#EUW', 'WT BrokenSword#EUW', 'WT Nasty Boy#EUW')",0.0
"('BuddhaGoesSmite#EUW', 'Sporus#EUW', 'Tibbtokontop#EUW', 'WT Final Stand#EUW', 'WT GigaChad#1070')",0.0
"('Billy Bongo#EUW', 'WT BrokenSword#EUW', 'WT Final Stand#EUW', 'WT GigaChad#1070', 'WT Nasty Boy#EUW')",0.0
"('BuddhaGoesSmite#EUW', 'Sporus#EUW', 'Tibbtokontop#EUW', 'WT BrokenSword#EUW', 'WT Final Stand#EUW')",0.0
"('Billy Bongo#EUW', 'Sporus#EUW', 'Tibbtokontop#EUW', 'WT Final Stand#EUW', 'WT Nasty Boy#EUW')",0.0
"('BuddhaGoesSmite#EUW', 'Sporus#EUW', 'Tibbtokontop#EUW', 'WT BrokenSword#EUW', 'WT Nasty Boy#EUW')",0.0
"('BuddhaGoesSmite#EUW', 'Tibbtokontop#EUW', 'WT BrokenSword#EUW', 'WT Final Stand#EUW', 'WT Nasty Boy#EUW')",0.0
"('Sporus#EUW', 'WT BrokenSword#EUW', 'WT Final Stand#EUW', 'WT GigaChad#1070', 'WT Nasty Boy#EUW')",0.0
